title,Hierarchy,Occupation.type,Employment.2016,Employment.2026,ChgEmploy.2016to26.Num,ChgEmploy.2016to26.Perc,Percent.self.employed..2016,Occupational.openings..2016.26.annual.average,Median.annual.wage..2017.1.,Typical.education.needed.for.entry,Work.experience.in.a.related.occupation,Typical.on.the.job.training.needed.to.attain.competency.in.the.occupation,Level0,Level1,Level2,Level3,Level4,pathString,jobcol,percentchg.indx,percentchg.col
Sound engineering technicians,4,Line item,17,18.1,1.1,6.3,10.8,1.7,"$55,810 ",Postsecondary nondegree award,None,Short-term on-the-job training,Jobs,"Arts, design, etc",Media & communication equipment workers,Broadcast & sound engineering technicians & radio operators,Sound engineering technicians,"Jobs/Arts, design, etc/Media & communication equipment workers/Broadcast & sound engineering technicians & radio operators/Sound engineering technicians",#999999,11,#FF9200
"Media & communication equipment workers, all other",3,Line item,20.6,22.2,1.6,7.9,7.8,2.1,"$79,500 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,"Arts, design, etc",Media & communication equipment workers,"Media & communication equipment workers, all other",NA,"Jobs/Arts, design, etc/Media & communication equipment workers/Media & communication equipment workers, all other",#999999,11,#FF9200
Photographers,3,Line item,147.3,139,-8.3,-5.6,68.2,10.3,"$32,490 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,"Arts, design, etc",Media & communication equipment workers,Photographers,NA,"Jobs/Arts, design, etc/Media & communication equipment workers/Photographers",#999999,5,#0092FF
"Television, video, etc",3,Summary,59.3,66.9,7.6,12.7,15.9,6.6,"$58,210 ",NA,NA,NA,Jobs,"Arts, design, etc",Media & communication equipment workers,"Television, video, etc",NA,"Jobs/Arts, design, etc/Media & communication equipment workers/Television, video, etc",#999999,12,#FF6D00
"Camera operators, television, etc",4,Line item,25.1,26.9,1.8,7,15.3,2.6,"$53,550 ",Bachelor's degree,None,None,Jobs,"Arts, design, etc",Media & communication equipment workers,"Television, video, etc","Camera operators, television, etc","Jobs/Arts, design, etc/Media & communication equipment workers/Television, video, etc/Camera operators, television, etc",#999999,11,#FF9200
Film & video editors,4,Line item,34.2,40,5.8,17,16.3,4,"$61,180 ",Bachelor's degree,None,None,Jobs,"Arts, design, etc",Media & communication equipment workers,"Television, video, etc",Film & video editors,"Jobs/Arts, design, etc/Media & communication equipment workers/Television, video, etc/Film & video editors",#999999,12,#FF6D00
Media & communication workers,2,Summary,774.8,818,43.2,5.6,21,78.2,"$56,340 ",NA,NA,NA,Jobs,"Arts, design, etc",Media & communication workers,NA,NA,"Jobs/Arts, design, etc/Media & communication workers",#999999,10,#FFB600
Announcers,3,Summary,52.7,48.2,-4.5,-8.5,29.8,4.3,"$31,500 ",NA,NA,NA,Jobs,"Arts, design, etc",Media & communication workers,Announcers,NA,"Jobs/Arts, design, etc/Media & communication workers/Announcers",#999999,4,#006DFF
Public address system & other announcers,4,Line item,11.4,11.7,0.3,2.5,29.8,1.1,"$28,440 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,"Arts, design, etc",Media & communication workers,Announcers,Public address system & other announcers,"Jobs/Arts, design, etc/Media & communication workers/Announcers/Public address system & other announcers",#999999,9,#FFDB00
Radio & television announcers,4,Line item,41.3,36.5,-4.8,-11.6,29.8,3.2,"$32,450 ",Bachelor's degree,None,None,Jobs,"Arts, design, etc",Media & communication workers,Announcers,Radio & television announcers,"Jobs/Arts, design, etc/Media & communication workers/Announcers/Radio & television announcers",#999999,4,#006DFF
Miscellaneous media & communication workers,3,Summary,101.1,116.4,15.3,15.1,23.5,11.2,"$47,360 ",NA,NA,NA,Jobs,"Arts, design, etc",Media & communication workers,Miscellaneous media & communication workers,NA,"Jobs/Arts, design, etc/Media & communication workers/Miscellaneous media & communication workers",#999999,12,#FF6D00
Interpreters & translators,4,Line item,68.2,80.3,12.1,17.7,21.6,7.8,"$47,190 ",Bachelor's degree,None,None,Jobs,"Arts, design, etc",Media & communication workers,Miscellaneous media & communication workers,Interpreters & translators,"Jobs/Arts, design, etc/Media & communication workers/Miscellaneous media & communication workers/Interpreters & translators",#999999,12,#FF6D00
"Media & communication workers, all other",4,Line item,32.9,36.2,3.3,9.9,27.6,3.4,"$47,900 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,"Arts, design, etc",Media & communication workers,Miscellaneous media & communication workers,"Media & communication workers, all other","Jobs/Arts, design, etc/Media & communication workers/Miscellaneous media & communication workers/Media & communication workers, all other",#999999,11,#FF9200
"News analysts, reporters & correspondents",3,Summary,50.4,45.9,-4.5,-8.9,11.3,4.2,"$40,910 ",NA,NA,NA,Jobs,"Arts, design, etc",Media & communication workers,"News analysts, reporters & correspondents",NA,"Jobs/Arts, design, etc/Media & communication workers/News analysts, reporters & correspondents",#999999,4,#006DFF
Broadcast news analysts,4,Line item,5.7,5.6,0,-0.4,11.1,0.5,"$62,910 ",Bachelor's degree,None,None,Jobs,"Arts, design, etc",Media & communication workers,"News analysts, reporters & correspondents",Broadcast news analysts,"Jobs/Arts, design, etc/Media & communication workers/News analysts, reporters & correspondents/Broadcast news analysts",#999999,7,#00DBFF
Reporters & correspondents,4,Line item,44.7,40.2,-4.5,-10,11.3,3.7,"$39,370 ",Bachelor's degree,None,None,Jobs,"Arts, design, etc",Media & communication workers,"News analysts, reporters & correspondents",Reporters & correspondents,"Jobs/Arts, design, etc/Media & communication workers/News analysts, reporters & correspondents/Reporters & correspondents",#999999,4,#006DFF
Public relations specialists,3,Line item,259.6,282.6,22.9,8.8,2.5,28.2,"$59,300 ",Bachelor's degree,None,None,Jobs,"Arts, design, etc",Media & communication workers,Public relations specialists,NA,"Jobs/Arts, design, etc/Media & communication workers/Public relations specialists",#999999,11,#FF9200
Writers & editors,3,Summary,311,324.9,13.9,4.5,35.7,30.3,"$62,720 ",NA,NA,NA,Jobs,"Arts, design, etc",Media & communication workers,Writers & editors,NA,"Jobs/Arts, design, etc/Media & communication workers/Writers & editors",#999999,10,#FFB600
Editors,4,Line item,127.4,125.6,-1.8,-1.4,20,12,"$58,770 ",Bachelor's degree,Less than 5 years,None,Jobs,"Arts, design, etc",Media & communication workers,Writers & editors,Editors,"Jobs/Arts, design, etc/Media & communication workers/Writers & editors/Editors",#999999,6,#00B6FF
Technical writers,4,Line item,52.4,58.1,5.7,11,3.1,5.7,"$70,930 ",Bachelor's degree,Less than 5 years,Short-term on-the-job training,Jobs,"Arts, design, etc",Media & communication workers,Writers & editors,Technical writers,"Jobs/Arts, design, etc/Media & communication workers/Writers & editors/Technical writers",#999999,11,#FF9200
Writers & authors,4,Line item,131.2,141.2,10,7.6,63.9,12.6,"$61,820 ",Bachelor's degree,None,Long-term on-the-job training,Jobs,"Arts, design, etc",Media & communication workers,Writers & editors,Writers & authors,"Jobs/Arts, design, etc/Media & communication workers/Writers & editors/Writers & authors",#999999,11,#FF9200
Building & grounds cleaning & maintenance,1,Summary,"5,654.10","6,177.90",523.8,9.3,12.4,788.4,"$25,620 ",NA,NA,NA,Jobs,Building & grounds cleaning & maintenance,NA,NA,NA,Jobs/Building & grounds cleaning & maintenance,#66A61E,11,#FF9200
Building cleaning & pest control workers,2,Summary,"3,923.00","4,255.90",333,8.5,7,560.2,"$24,360 ",NA,NA,NA,Jobs,Building & grounds cleaning & maintenance,Building cleaning & pest control workers,NA,NA,Jobs/Building & grounds cleaning & maintenance/Building cleaning & pest control workers,#66A61E,11,#FF9200
Building cleaning workers,3,Summary,"3,844.00","4,170.50",326.5,8.5,7,548.5,"$24,240 ",NA,NA,NA,Jobs,Building & grounds cleaning & maintenance,Building cleaning & pest control workers,Building cleaning workers,NA,Jobs/Building & grounds cleaning & maintenance/Building cleaning & pest control workers/Building cleaning workers,#66A61E,11,#FF9200
"Building cleaning workers, all other",4,Line item,16.2,18.3,2.1,12.8,4.8,2.4,"$29,060 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Building cleaning & pest control workers,Building cleaning workers,"Building cleaning workers, all other","Jobs/Building & grounds cleaning & maintenance/Building cleaning & pest control workers/Building cleaning workers/Building cleaning workers, all other",#66A61E,12,#FF6D00
"Janitors & cleaners, except maids & housekeeping cleaners",4,Line item,"2,384.60","2,621.20",236.5,9.9,3.8,344.1,"$24,990 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Building cleaning & pest control workers,Building cleaning workers,"Janitors & cleaners, except maids & housekeeping cleaners","Jobs/Building & grounds cleaning & maintenance/Building cleaning & pest control workers/Building cleaning workers/Janitors & cleaners, except maids & housekeeping cleaners",#66A61E,11,#FF9200
Maids & housekeeping cleaners,4,Line item,"1,443.20","1,531.00",87.9,6.1,12.3,202,"$22,860 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Building cleaning & pest control workers,Building cleaning workers,Maids & housekeeping cleaners,Jobs/Building & grounds cleaning & maintenance/Building cleaning & pest control workers/Building cleaning workers/Maids & housekeeping cleaners,#66A61E,10,#FFB600
Pest control workers,3,Line item,78.9,85.4,6.5,8.2,6.4,11.7,"$34,370 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Building cleaning & pest control workers,Pest control workers,NA,Jobs/Building & grounds cleaning & maintenance/Building cleaning & pest control workers/Pest control workers,#66A61E,11,#FF9200
Grounds maintenance workers,2,Summary,"1,309.30","1,455.60",146.3,11.2,21.7,177.9,"$28,110 ",NA,NA,NA,Jobs,Building & grounds cleaning & maintenance,Grounds maintenance workers,NA,NA,Jobs/Building & grounds cleaning & maintenance/Grounds maintenance workers,#66A61E,11,#FF9200
"Grounds maintenance workers, all other",3,Line item,18.9,20.6,1.7,9.2,16,2.5,"$30,060 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Grounds maintenance workers,"Grounds maintenance workers, all other",NA,"Jobs/Building & grounds cleaning & maintenance/Grounds maintenance workers/Grounds maintenance workers, all other",#66A61E,11,#FF9200
Landscaping & groundskeeping workers,3,Line item,"1,197.90","1,333.10",135.2,11.3,21.9,163,"$27,670 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Grounds maintenance workers,Landscaping & groundskeeping workers,NA,Jobs/Building & grounds cleaning & maintenance/Grounds maintenance workers/Landscaping & groundskeeping workers,#66A61E,11,#FF9200
"Pesticide handlers, sprayers, etc",3,Line item,38,41,3,7.8,18.9,5,"$34,830 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Grounds maintenance workers,"Pesticide handlers, sprayers, etc",NA,"Jobs/Building & grounds cleaning & maintenance/Grounds maintenance workers/Pesticide handlers, sprayers, etc",#66A61E,11,#FF9200
Tree trimmers & pruners,3,Line item,54.5,60.9,6.4,11.7,22.9,7.5,"$36,460 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Building & grounds cleaning & maintenance,Grounds maintenance workers,Tree trimmers & pruners,NA,Jobs/Building & grounds cleaning & maintenance/Grounds maintenance workers/Tree trimmers & pruners,#66A61E,11,#FF9200
Supervisors of building & grounds cleaning & maintenance workers,2,Summary,421.8,466.3,44.5,10.5,34,50.3,"$42,190 ",NA,NA,NA,Jobs,Building & grounds cleaning & maintenance,Supervisors of building & grounds cleaning & maintenance workers,NA,NA,Jobs/Building & grounds cleaning & maintenance/Supervisors of building & grounds cleaning & maintenance workers,#66A61E,11,#FF9200
First-line supervisors of housekeeping & janitorial workers,3,Line item,243.5,267.6,24.1,9.9,29.3,30.8,"$39,230 ",High school diploma or equivalent,Less than 5 years,None,Jobs,Building & grounds cleaning & maintenance,Supervisors of building & grounds cleaning & maintenance workers,First-line supervisors of housekeeping & janitorial workers,NA,Jobs/Building & grounds cleaning & maintenance/Supervisors of building & grounds cleaning & maintenance workers/First-line supervisors of housekeeping & janitorial workers,#66A61E,11,#FF9200
"First-line supervisors of landscaping, lawn service, etc",3,Line item,178.3,198.6,20.3,11.4,40.4,19.5,"$47,030 ",High school diploma or equivalent,Less than 5 years,None,Jobs,Building & grounds cleaning & maintenance,Supervisors of building & grounds cleaning & maintenance workers,"First-line supervisors of landscaping, lawn service, etc",NA,"Jobs/Building & grounds cleaning & maintenance/Supervisors of building & grounds cleaning & maintenance workers/First-line supervisors of landscaping, lawn service, etc",#66A61E,11,#FF9200
Business & financial operations,1,Summary,"8,066.80","8,840.70",773.8,9.6,5.5,817.7,"$67,710 ",NA,NA,NA,Jobs,Business & financial operations,NA,NA,NA,Jobs/Business & financial operations,#377EB8,11,#FF9200
Business operations specialists,2,Summary,"5,080.80","5,556.30",475.4,9.4,4.3,528,"$66,390 ",NA,NA,NA,Jobs,Business & financial operations,Business operations specialists,NA,NA,Jobs/Business & financial operations/Business operations specialists,#377EB8,11,#FF9200
"Agents & business managers of artists, performers, etc",3,Line item,19.1,20,0.9,4.7,21.2,2.3,"$64,940 ",Bachelor's degree,Less than 5 years,None,Jobs,Business & financial operations,Business operations specialists,"Agents & business managers of artists, performers, etc",NA,"Jobs/Business & financial operations/Business operations specialists/Agents & business managers of artists, performers, etc",#377EB8,10,#FFB600
"Business operations specialists, all other",3,Line item,"1,023.90","1,114.30",90.3,8.8,0.6,104.2,"$70,010 ",Bachelor's degree,None,None,Jobs,Business & financial operations,Business operations specialists,"Business operations specialists, all other",NA,"Jobs/Business & financial operations/Business operations specialists/Business operations specialists, all other",#377EB8,11,#FF9200
Buyers & purchasing agents,3,Summary,446.5,425.2,-21.3,-4.8,3.8,38.6,"$62,120 ",NA,NA,NA,Jobs,Business & financial operations,Business operations specialists,Buyers & purchasing agents,NA,Jobs/Business & financial operations/Business operations specialists/Buyers & purchasing agents,#377EB8,5,#0092FF
"Buyers & purchasing agents, farm products",4,Line item,13.7,12.9,-0.9,-6.2,4.9,1.4,NA,Bachelor's degree,None,Moderate-term on-the-job training,Jobs,Business & financial operations,Business operations specialists,Buyers & purchasing agents,"Buyers & purchasing agents, farm products","Jobs/Business & financial operations/Business operations specialists/Buyers & purchasing agents/Buyers & purchasing agents, farm products",#377EB8,5,#0092FF
"Purchasing agents, except wholesale, etc",4,Line item,309.4,292.1,-17.4,-5.6,0.7,23.8,NA,Bachelor's degree,None,Moderate-term on-the-job training,Jobs,Business & financial operations,Business operations specialists,Buyers & purchasing agents,"Purchasing agents, except wholesale, etc","Jobs/Business & financial operations/Business operations specialists/Buyers & purchasing agents/Purchasing agents, except wholesale, etc",#377EB8,5,#0092FF
"Wholesale & retail buyers, except farm products",4,Line item,123.3,120.3,-3,-2.5,11.5,13.3,NA,Bachelor's degree,None,Moderate-term on-the-job training,Jobs,Business & financial operations,Business operations specialists,Buyers & purchasing agents,"Wholesale & retail buyers, except farm products","Jobs/Business & financial operations/Business operations specialists/Buyers & purchasing agents/Wholesale & retail buyers, except farm products",#377EB8,6,#00B6FF
"Claims adjusters, appraisers, etc",3,Summary,328.7,325.1,-3.6,-1.1,1.7,26,"$64,690 ",NA,NA,NA,Jobs,Business & financial operations,Business operations specialists,"Claims adjusters, appraisers, etc",NA,"Jobs/Business & financial operations/Business operations specialists/Claims adjusters, appraisers, etc",#377EB8,6,#00B6FF
"Claims adjusters, examiners, etc",4,Line item,311.1,306.7,-4.5,-1.4,1.6,24.5,"$64,900 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Business & financial operations,Business operations specialists,"Claims adjusters, appraisers, etc","Claims adjusters, examiners, etc","Jobs/Business & financial operations/Business operations specialists/Claims adjusters, appraisers, etc/Claims adjusters, examiners, etc",#377EB8,6,#00B6FF
"Insurance appraisers, auto damage",4,Line item,17.6,18.5,0.9,4.9,2,1.5,"$62,100 ",Postsecondary nondegree award,None,Moderate-term on-the-job training,Jobs,Business & financial operations,Business operations specialists,"Claims adjusters, appraisers, etc","Insurance appraisers, auto damage","Jobs/Business & financial operations/Business operations specialists/Claims adjusters, appraisers, etc/Insurance appraisers, auto damage",#377EB8,10,#FFB600
"Compensation, benefits, etc",3,Line item,84.2,91.3,7.2,8.5,0.2,7.7,"$62,680 ",Bachelor's degree,Less than 5 years,None,Jobs,Business & financial operations,Business operations specialists,"Compensation, benefits, etc",NA,"Jobs/Business & financial operations/Business operations specialists/Compensation, benefits, etc",#377EB8,11,#FF9200
